county,cntyname,vtd,Voting District Name,2010 Tract,2010 census pop,alloc factor
42003,Allegheny PA,3031,JEFFERSON HILLS DIST 04,4912,908,1
42003,Allegheny PA,3051,JEFFERSON HILLS DIST 06,4911.01,38,0.029
,,,,5645,1251,0.971
42003,Allegheny PA,3060,JEFFERSON HILLS DIST 07,4911.01,458,0.972
,,,,4912,10,0.021
,,,,5645,3,0.006
42003,Allegheny PA,3070,JEFFERSON HILLS DIST 08*,4911.01,1058,1
42003,Allegheny PA,3080,JEFFERSON HILLS DIST 05,4911.01,2446,0.905
,,,,4912,257,0.095
42003,Allegheny PA,3091,KENNEDY TWP DIST 01*,4600.02,2030,1
42003,Allegheny PA,3095,KENNEDY TWP DIST 02*,4600.01,559,0.607
,,,,4600.02,362,0.393
42003,Allegheny PA,3101,KENNEDY TWP DIST 03*,4600.01,1202,1
42003,Allegheny PA,3120,KENNEDY TWP DIST 04*,4600.01,473,1
42003,Allegheny PA,3125,KENNEDY TWP DIST 05*,4600.01,1363,1
42003,Allegheny PA,3131,KENNEDY TWP DIST 06*,4600.02,1030,1
42003,Allegheny PA,3135,KENNEDY TWP DIST 07*,4600.01,653,1
42003,Allegheny PA,3140,KILBUCK TWP Voting District*,5638,697,1
42003,Allegheny PA,3150,LEET TWP DIST 01,4470,594,1
42003,Allegheny PA,3151,LEET TWP DIST 02,4470,1040,1
42003,Allegheny PA,3155,MC CANDLESS TWP WD 01 DIST 04,4132.01,916,0.663
,,,,4132.02,465,0.337
42003,Allegheny PA,3161,LEETSDALE DIST 01*,4480,1218,1
42003,Allegheny PA,3181,LIBERTY DIST 01*,4980,1328,1
42003,Allegheny PA,3191,LIBERTY DIST 02*,4980,1223,1
42003,Allegheny PA,3210,LINCOLN Voting District*,4970,1072,1
42003,Allegheny PA,3221,MARSHALL TWP DIST 01,4110,1284,1
42003,Allegheny PA,3225,MARSHALL TWP DIST 02*,4110,1086,1
42003,Allegheny PA,3231,MARSHALL TWP DIST 03,4110,1303,1
42003,Allegheny PA,3240,MC CANDLESS TWP WD 01 DIST 01*,4131,1149,0.943
,,,,4135,70,0.057
42003,Allegheny PA,3250,MC CANDLESS TWP WD 01 DIST 02,4135,1282,1
42003,Allegheny PA,3260,MC CANDLESS TWP WD 01 DIST 03,4131,1623,1
42003,Allegheny PA,3270,MC CANDLESS TWP WD 02 DIST 01*,4131,1622,0.979
,,,,4132.02,34,0.021
42003,Allegheny PA,3280,MC CANDLESS TWP WD 02 DIST 02,4131,275,0.27
,,,,4132.02,743,0.73
42003,Allegheny PA,3290,MC CANDLESS TWP WD 02 DIST 03,4131,1352,1
42003,Allegheny PA,3300,MC CANDLESS TWP WD 03 DIST 01,4132.01,1129,1
42003,Allegheny PA,3310,MC CANDLESS TWP WD 03 DIST 02*,4134,600,1
42003,Allegheny PA,3320,MC CANDLESS TWP WD 03 DIST 03,4132.01,423,0.294
,,,,4132.02,1017,0.706
42003,Allegheny PA,3330,MC CANDLESS TWP WD 04 DIST 01*,4133,2023,1
42003,Allegheny PA,3340,MC CANDLESS TWP WD 04 DIST 02,4132.01,481,0.398
,,,,4132.02,383,0.317
,,,,4133,344,0.285
42003,Allegheny PA,3350,MC CANDLESS TWP WD 04 DIST 03*,4132.02,224,0.245
,,,,4133,692,0.755
42003,Allegheny PA,3360,MC CANDLESS TWP WD 05 DIST 01,4132.01,229,0.206
,,,,4135,882,0.794
42003,Allegheny PA,3370,MC CANDLESS TWP WD 05 DIST 02*,4132.01,559,0.482
,,,,4135,600,0.518
42003,Allegheny PA,3380,MC CANDLESS TWP WD 05 DIST 03,4133,1376,1
42003,Allegheny PA,3390,MC CANDLESS TWP WD 06 DIST 01*,4134,12,0.02
,,,,4135,589,0.98
42003,Allegheny PA,3400,MC CANDLESS TWP WD 06 DIST 02,4133,307,0.238
,,,,4134,984,0.762
42003,Allegheny PA,3410,MC CANDLESS TWP WD 06 DIST 03,4134,1447,0.669
,,,,4135,716,0.331
42003,Allegheny PA,3420,MC CANDLESS TWP WD 07 DIST 01,4131,588,0.289
,,,,4135,1446,0.711
42003,Allegheny PA,3430,MC CANDLESS TWP WD 07 DIST 02,4134,649,0.529
,,,,4135,579,0.471
42003,Allegheny PA,3440,MC CANDLESS TWP WD 07 DIST 03,4134,647,1
42003,Allegheny PA,3450,MC DONALD DIST 05*,5640,383,1
42003,Allegheny PA,3460,MC KEES ROCKS WD 01 DIST 01,4644,448,1
42003,Allegheny PA,3471,MC KEES ROCKS WD 01 DIST 02,4644,992,1
42003,Allegheny PA,3491,MC KEES ROCKS WD 02 DIST 01*,4644,988,1
42003,Allegheny PA,3511,MC KEES ROCKS WD 02 DIST 02,4644,964,1
42003,Allegheny PA,3530,MC KEES ROCKS WD 03 DIST 01*,4639,1080,1
42003,Allegheny PA,3540,MC KEES ROCKS WD 03 DIST 02*,4639,818,0.999
,,,,4644,1,0.001
42003,Allegheny PA,3551,MC KEES ROCKS WD 03 DIST 03,4639,764,0.94
,,,,4644,49,0.06
42003,Allegheny PA,3570,MC KEESPORT WD 01*,5519,12,1
42003,Allegheny PA,3580,MC KEESPORT WD 02*,5509,17,0.036
,,,,5521,451,0.964
42003,Allegheny PA,3590,MC KEESPORT WD 03 DIST 01,5521,678,1
42003,Allegheny PA,3600,MC KEESPORT WD 03 DIST 02,5521,177,0.839
,,,,5523,22,0.104
,,,,5524,12,0.057
42003,Allegheny PA,3620,MC KEESPORT WD 04*,5519,449,1
42003,Allegheny PA,3630,MC KEESPORT WD 05*,5509,326,0.468
,,,,5519,371,0.532
42003,Allegheny PA,3640,MC KEESPORT WD 06 DIST 01*,5509,639,0.94
,,,,5519,41,0.06
42003,Allegheny PA,3650,MC KEESPORT WD 06 DIST 02*,5509,641,0.998
,,,,5519,1,0.002
42003,Allegheny PA,3670,MC KEESPORT WD 07 DIST 01,5509,369,0.501
,,,,5521,144,0.196
,,,,5523,223,0.303
42003,Allegheny PA,3680,MC KEESPORT WD 07 DIST 02,5509,23,0.052
,,,,5523,423,0.948
42003,Allegheny PA,3690,MC KEESPORT WD 07 DIST 03*,5523,593,1
42003,Allegheny PA,3700,MC KEESPORT WD 07 DIST 04*,5523,596,1
42003,Allegheny PA,3710,MC KEESPORT WD 07 DIST 05*,5520,662,0.793
,,,,5523,173,0.207
42003,Allegheny PA,3720,MC KEESPORT WD 07 DIST 06*,5520,952,1
42003,Allegheny PA,3730,MC KEESPORT WD 07 DIST 07*,5520,627,0.803
,,,,5523,154,0.197
42003,Allegheny PA,3770,MC KEESPORT WD 08 DIST 01*,5519,493,1
42003,Allegheny PA,3780,MC KEESPORT WD 08 DIST 02*,5512,810,1
42003,Allegheny PA,3790,MC KEESPORT WD 08 DIST 03*,5512,787,1
42003,Allegheny PA,3800,MC KEESPORT WD 08 DIST 04*,5512,634,1
42003,Allegheny PA,3810,MC KEESPORT WD 08 DIST 05*,5512,831,1
42003,Allegheny PA,3820,MC KEESPORT WD 08 DIST 06*,5512,308,0.76
,,,,5519,97,0.24
42003,Allegheny PA,3840,MC KEESPORT WD 09 DIST 01*,5513,535,0.707
,,,,5520,150,0.198
,,,,5524,72,0.095
42003,Allegheny PA,3850,MC KEESPORT WD 09 DIST 02,5520,291,0.307
,,,,5524,656,0.693
42003,Allegheny PA,3860,MC KEESPORT WD 09 DIST 03,5513,187,0.265
,,,,5524,519,0.735
42003,Allegheny PA,3870,MC KEESPORT WD 10 DIST 01*,5522,596,1
42003,Allegheny PA,3880,MC KEESPORT WD 10 DIST 02*,5522,504,1
42003,Allegheny PA,3900,MC KEESPORT WD 11 DIST 01,5524,683,1
42003,Allegheny PA,3910,MC KEESPORT WD 11 DIST 02,5524,673,1
42003,Allegheny PA,3920,MC KEESPORT WD 11 DIST 03,5520,64,0.171
,,,,5524,311,0.829
42003,Allegheny PA,3930,MC KEESPORT WD 12 DIST 01,5513,367,0.801
,,,,5524,91,0.199
42003,Allegheny PA,3940,MC KEESPORT WD 12 DIST 02*,5513,551,1
42003,Allegheny PA,3941,MC KEESPORT WD 12 DIST 03*,5513,745,1
42003,Allegheny PA,3950,MILLVALE DIST 01,4270,834,1
42003,Allegheny PA,3970,MILLVALE DIST 03*,4270,701,1
42003,Allegheny PA,3975,MONROEVILLE WD 05 DIST 04*,5212,58,0.053
,,,,5213.02,1028,0.947
42003,Allegheny PA,3980,MILLVALE DIST 04,4270,695,1
42003,Allegheny PA,3990,MILLVALE DIST 05*,4270,800,1
42003,Allegheny PA,4000,MILLVALE DIST 02*,4270,714,1
42003,Allegheny PA,4010,MONROEVILLE WD 01 DIST 01,5212,292,0.305
,,,,5213.02,664,0.695
42003,Allegheny PA,4020,MONROEVILLE WD 01 DIST 02,5213.01,906,1
42003,Allegheny PA,4030,MONROEVILLE WD 01 DIST 03,5214.02,1092,1
42003,Allegheny PA,4031,MONROEVILLE WD 01 DIST 04,5213.01,1257,1
42003,Allegheny PA,4040,MONROEVILLE WD 02 DIST 01,5213.01,31,0.026
,,,,5214.02,1147,0.974
42003,Allegheny PA,4050,MONROEVILLE WD 02 DIST 02,5213.01,573,0.512
,,,,5214.02,547,0.488
42003,Allegheny PA,4060,MONROEVILLE WD 02 DIST 03,5214.01,264,0.193
,,,,5214.02,1104,0.807
42003,Allegheny PA,4070,MONROEVILLE WD 03 DIST 01,5215,1498,1
42003,Allegheny PA,4080,MONROEVILLE WD 03 DIST 02*,5211,61,0.069
,,,,5215,828,0.931
42003,Allegheny PA,4090,MONROEVILLE WD 03 DIST 03,5211,1285,1
42003,Allegheny PA,4100,MONROEVILLE WD 03 DIST 04,5215,551,1
42003,Allegheny PA,4110,MONROEVILLE WD 04 DIST 01,5214.01,932,0.981
,,,,5215,18,0.019
42003,Allegheny PA,4120,MONROEVILLE WD 04 DIST 02,5214.01,1242,0.979
,,,,5215,26,0.021
42003,Allegheny PA,4130,MONROEVILLE WD 04 DIST 03,5215,1420,1
42003,Allegheny PA,4140,MONROEVILLE WD 05 DIST 01*,5213.02,892,1
42003,Allegheny PA,4150,MONROEVILLE WD 05 DIST 02,5213.02,1465,1
42003,Allegheny PA,4160,MONROEVILLE WD 05 DIST 03,5213.01,978,0.7
,,,,5214.01,420,0.3
42003,Allegheny PA,4170,MONROEVILLE WD 06 DIST 01,5212,1124,1
42003,Allegheny PA,4180,MONROEVILLE WD 06 DIST 02,5212,715,0.685
,,,,5213.02,329,0.315
42003,Allegheny PA,4190,MONROEVILLE WD 06 DIST 03*,5212,1436,1
42003,Allegheny PA,4191,MONROEVILLE WD 06 DIST 04*,5213.01,481,1
42003,Allegheny PA,4200,MONROEVILLE WD 07 DIST 01,5211,1769,1
42003,Allegheny PA,4210,MONROEVILLE WD 07 DIST 02*,5211,1122,1
42003,Allegheny PA,4220,MONROEVILLE WD 07 DIST 03,5211,366,0.44
,,,,5212,465,0.56
42003,Allegheny PA,4241,MOON TWP DIST 01,4511.02,2126,1
42003,Allegheny PA,4245,MOON TWP DIST 02,4511.02,507,0.215
,,,,4513,1848,0.785
42003,Allegheny PA,4251,MOON TWP DIST 03,4511.02,2188,1
42003,Allegheny PA,4255,MOON TWP DIST 04*,4511.01,458,0.442
,,,,4511.04,579,0.558
42003,Allegheny PA,4261,MOON TWP DIST 05*,4511.04,3003,1
42003,Allegheny PA,4271,MOON TWP DIST 06*,4513,2777,1
42003,Allegheny PA,4281,MOON TWP DIST 07*,4511.05,2215,1
42003,Allegheny PA,4291,MOON TWP DIST 08*,4513,840,1
42003,Allegheny PA,4301,MOON TWP DIST 09*,4511.01,609,0.235
,,,,4511.04,8,0.003
,,,,4511.05,1978,0.762
42003,Allegheny PA,4311,MOON TWP DIST 11*,4511.01,1592,1
42003,Allegheny PA,4330,MOON TWP DIST 10*,4511.02,806,0.811
,,,,4511.05,3,0.003
,,,,4513,185,0.186
42003,Allegheny PA,4331,MOON TWP DIST 12*,4513,1483,1
42003,Allegheny PA,4341,MOON TWP DIST 13*,4511.01,980,1
42003,Allegheny PA,4350,MT. LEBANON TWP WD 01 DIST 01*,4736.01,916,1
42003,Allegheny PA,4361,MT. LEBANON TWP WD 01 DIST 02,4731,888,1
42003,Allegheny PA,4371,MT. LEBANON TWP WD 01 DIST 03*,4731,781,1
42003,Allegheny PA,4380,MT. LEBANON TWP WD 01 DIST 04,4731,869,1
42003,Allegheny PA,4391,MT. LEBANON TWP WD 01 DIST 05*,4731,662,1
42003,Allegheny PA,4400,MT. LEBANON TWP WD 01 DIST 06,4736.01,1519,0.997
,,,,4736.02,5,0.003
42003,Allegheny PA,4410,MT. LEBANON TWP WD 01 DIST 07,4731,1024,1
42003,Allegheny PA,4420,MT. LEBANON TWP WD 02 DIST 01,4735,1401,1
42003,Allegheny PA,4430,MT. LEBANON TWP WD 02 DIST 02,4735,602,1
42003,Allegheny PA,4440,MT. LEBANON TWP WD 02 DIST 03,4735,785,1
42003,Allegheny PA,4451,MT. LEBANON TWP WD 02 DIST 04,4735,544,0.734
,,,,4736.02,197,0.266
42003,Allegheny PA,4461,MT. LEBANON TWP WD 02 DIST 05,4736.02,1131,1
42003,Allegheny PA,4470,MT. LEBANON TWP WD 02 DIST 06,4736.02,820,1
42003,Allegheny PA,4480,MT. LEBANON TWP WD 02 DIST 07,4736.02,551,1
42003,Allegheny PA,4490,MT. LEBANON TWP WD 02 DIST 08,4736.02,1079,1
42003,Allegheny PA,4500,MT. LEBANON TWP WD 03 DIST 01,4734.01,861,1
42003,Allegheny PA,4510,MT. LEBANON TWP WD 03 DIST 02,4734.02,1062,1
42003,Allegheny PA,4520,MT. LEBANON TWP WD 03 DIST 03,4734.02,891,1
42003,Allegheny PA,4530,MT. LEBANON TWP WD 03 DIST 04*,4734.01,43,0.073
,,,,4734.02,544,0.927
42003,Allegheny PA,4540,MT. LEBANON TWP WD 03 DIST 05*,4734.01,1030,1
42003,Allegheny PA,4550,MT. LEBANON TWP WD 03 DIST 06,4734.01,704,1
42003,Allegheny PA,4560,MT. LEBANON TWP WD 03 DIST 07*,4734.02,1023,1
42003,Allegheny PA,4570,MT. LEBANON TWP WD 03 DIST 08,4734.01,160,0.367
,,,,4734.02,147,0.337
,,,,4735,129,0.296
42003,Allegheny PA,4580,MT. LEBANON TWP WD 04 DIST 01,4733,533,0.551
,,,,4734.01,434,0.449
42003,Allegheny PA,4590,MT. LEBANON TWP WD 04 DIST 02,4733,525,0.522
,,,,4734.01,481,0.478
42003,Allegheny PA,4600,MT. LEBANON TWP WD 04 DIST 03,4733,1046,1
42003,Allegheny PA,4610,MT. LEBANON TWP WD 04 DIST 04,4733,748,1
42003,Allegheny PA,4620,MT. LEBANON TWP WD 04 DIST 05,4733,670,1
42003,Allegheny PA,4630,MT. LEBANON TWP WD 04 DIST 06*,4733,1094,1
42003,Allegheny PA,4640,MT. LEBANON TWP WD 04 DIST 07,4733,883,1
42003,Allegheny PA,4650,MT. LEBANON TWP WD 05 DIST 01*,4732,739,0.996
,,,,4733,3,0.004
42003,Allegheny PA,4670,MT. LEBANON TWP WD 05 DIST 03,4732,552,0.757
,,,,4735,177,0.243
42003,Allegheny PA,4680,MT. LEBANON TWP WD 05 DIST 04*,4736.01,634,1
42003,Allegheny PA,4690,MT. LEBANON TWP WD 05 DIST 05,4732,772,0.952
,,,,4735,39,0.048
42003,Allegheny PA,4700,MT. LEBANON TWP WD 05 DIST 06,4736.01,700,1
42003,Allegheny PA,4710,MT. LEBANON TWP WD 05 DIST 07,4735,3,0.004
,,,,4736.02,817,0.996
42003,Allegheny PA,4721,MT. LEBANON TWP WD 05 DIST 08*,4732,1000,0.781
,,,,4736.01,280,0.219
42003,Allegheny PA,4730,MT. LEBANON TWP WD 05 DIST 02,4731,510,0.798
,,,,4732,129,0.202
42003,Allegheny PA,4741,MT. OLIVER DIST 01*,4810,998,1
42003,Allegheny PA,4751,MT. OLIVER DIST 02*,4810,1198,1
42003,Allegheny PA,4780,MT. OLIVER DIST 03*,4810,697,1
42003,Allegheny PA,4790,MT. OLIVER DIST 04*,4810,510,1
42003,Allegheny PA,4800,MUNHALL DIST 01,4843,868,1
42003,Allegheny PA,4810,MUNHALL DIST 02,4843,596,1
42003,Allegheny PA,4820,MUNHALL DIST 03,4843,794,1
42003,Allegheny PA,4830,MUNHALL DIST 04,4843,73,0.119
,,,,4846,538,0.881
42003,Allegheny PA,4840,MUNHALL DIST 05,4843,47,0.041
,,,,4846,1112,0.959
42003,Allegheny PA,4850,MUNHALL DIST 06*,4845,618,0.611
,,,,4846,393,0.389
42003,Allegheny PA,4860,MUNHALL DIST 07,4845,1396,0.867
,,,,4846,214,0.133
42003,Allegheny PA,4870,MUNHALL DIST 08,4845,922,1
42003,Allegheny PA,4880,MUNHALL DIST 09,4843,1026,1
42003,Allegheny PA,4890,MUNHALL DIST 10*,4845,827,1
42003,Allegheny PA,4900,MUNHALL DIST 11*,4845,1260,1
42003,Allegheny PA,4910,MUNHALL DIST 12,4845,722,1
42003,Allegheny PA,4920,NEVILLE TWP WD 01*,4610,404,1
42003,Allegheny PA,4930,NEVILLE TWP WD 02*,4610,349,1
42003,Allegheny PA,4940,NEVILLE TWP WD 03*,4610,331,1
42003,Allegheny PA,4950,NORTH BRADDOCK WD 01 DIST 01,5120,267,1
42003,Allegheny PA,4960,NORTH BRADDOCK WD 01 DIST 02,5120,904,0.994
,,,,5128,5,0.006
42003,Allegheny PA,4971,NORTH BRADDOCK WD 01 DIST 03,5120,880,1
42003,Allegheny PA,4991,NORTH BRADDOCK WD 02 DIST 01,5128,703,1
42003,Allegheny PA,5001,NORTH BRADDOCK WD 02 DIST 02,5120,266,0.339
,,,,5128,519,0.661
42003,Allegheny PA,5030,NORTH BRADDOCK WD 03 DIST 01*,5128,153,0.268
,,,,5129,417,0.732
42003,Allegheny PA,5041,NORTH BRADDOCK WD 03 DIST 02*,5129,743,1
42003,Allegheny PA,5060,NORTH FAYETTE TWP DIST 01*,4530.03,626,0.218
,,,,5640,2243,0.782
42003,Allegheny PA,5071,NORTH FAYETTE TWP DIST 02*,4530.03,531,0.162
,,,,4530.04,2740,0.838
42003,Allegheny PA,5076,NORTH FAYETTE TWP DIST 03*,4530.04,3367,1
42003,Allegheny PA,5081,NORTH FAYETTE TWP DIST 04*,4530.03,20,0.012
,,,,5640,1622,0.988
42003,Allegheny PA,5091,NORTH FAYETTE TWP DIST 05*,4530.03,716,0.257
,,,,4530.04,848,0.304
,,,,5640,1221,0.438
42003,Allegheny PA,5100,NORTH VERSAILLES TWP WD 01 DIST 01,5644,992,1
42003,Allegheny PA,5101,NORTH VERSAILLES TWP WD 01 DIST 02,5644,906,1
42003,Allegheny PA,5110,NORTH VERSAILLES TWP WD 02 DIST 01,5041,844,0.921
,,,,5644,72,0.079
42003,Allegheny PA,5120,NORTH VERSAILLES TWP WD 02 DIST 02,5041,335,1
42003,Allegheny PA,5130,NORTH VERSAILLES TWP WD 03 DIST 01*,5644,634,1
42003,Allegheny PA,5131,NORTH VERSAILLES TWP WD 03 DIST 02,5644,683,1
42003,Allegheny PA,5140,NORTH VERSAILLES TWP WD 04 DIST 01,5041,809,1
42003,Allegheny PA,5141,NORTH VERSAILLES TWP WD 04 DIST 02,5041,727,1
42003,Allegheny PA,5150,NORTH VERSAILLES TWP WD 05 DIST 01,5041,862,1
42003,Allegheny PA,5151,NORTH VERSAILLES TWP WD 05 DIST 02,5041,688,1
42003,Allegheny PA,5160,NORTH VERSAILLES TWP WD 06 DIST 01,5644,867,1
42003,Allegheny PA,5161,NORTH VERSAILLES TWP WD 06 DIST 02,5644,832,1
42003,Allegheny PA,5170,NORTH VERSAILLES TWP WD 07,5041,978,1
42003,Allegheny PA,5181,O HARA TWP WD 01 DIST 01,4211,1366,1
42003,Allegheny PA,5191,O HARA TWP WD 01 DIST 02*,4211,845,1
42003,Allegheny PA,5201,O HARA TWP WD 02 DIST 01,4212,751,1
42003,Allegheny PA,5210,O HARA TWP WD 02 DIST 02,4212,1003,1
42003,Allegheny PA,5225,O HARA TWP WD 03 DIST 01,4212,867,1
42003,Allegheny PA,5230,O HARA TWP WD 03 DIST 02,4212,832,1
42003,Allegheny PA,5241,O HARA TWP WD 04 DIST 02,4212,851,1
42003,Allegheny PA,5261,O HARA TWP WD 04 DIST 01,4211,312,1
42003,Allegheny PA,5271,O HARA TWP WD 05 DIST 01*,4211,894,1
42003,Allegheny PA,5281,O HARA TWP WD 05 DIST 02,4211,686,1
42003,Allegheny PA,5291,OAKDALE DIST 01*,4550,794,1
42003,Allegheny PA,5301,OAKDALE DIST 02*,4550,665,1
42003,Allegheny PA,5310,OAKMONT DIST 01*,5251,1077,1
42003,Allegheny PA,5321,OAKMONT DIST 02*,5251,199,0.16
,,,,5253,1041,0.84
42003,Allegheny PA,5331,OAKMONT DIST 03*,5253,955,1
42003,Allegheny PA,5341,OAKMONT DIST 04*,5251,46,0.042
,,,,5252,1050,0.958
42003,Allegheny PA,5351,OAKMONT DIST 05*,5251,732,0.815
,,,,5252,166,0.185
42003,Allegheny PA,5370,OAKMONT DIST 07*,5252,791,0.763
,,,,5253,246,0.237
42003,Allegheny PA,5381,OHIO TWP DIST 01*,4370,1517,1
42003,Allegheny PA,5385,OHIO TWP DIST 02*,4370,1587,1
42003,Allegheny PA,5390,OSBORNE Voting District*,5638,547,1
42003,Allegheny PA,5400,PENN HILLS TWP WD 01 DIST 01*,5231,1090,1
42003,Allegheny PA,5410,PENN HILLS TWP WD 01 DIST 02,5231,1114,1
42003,Allegheny PA,5420,PENN HILLS TWP WD 01 DIST 03,5231,445,1
42003,Allegheny PA,5430,PENN HILLS TWP WD 01 DIST 04*,5231,538,1
42003,Allegheny PA,5440,PENN HILLS TWP WD 01 DIST 05,5231,294,1
42003,Allegheny PA,5450,PENN HILLS TWP WD 02 DIST 01*,5231,344,0.352
,,,,5232,634,0.648
42003,Allegheny PA,5460,PENN HILLS TWP WD 02 DIST 02*,5231,22,0.024
,,,,5232,881,0.976
42003,Allegheny PA,5470,PENN HILLS TWP WD 02 DIST 03*,5232,987,1
42003,Allegheny PA,5480,PENN HILLS TWP WD 02 DIST 04*,5232,754,1
42003,Allegheny PA,5490,PENN HILLS TWP WD 03 DIST 01*,5233,1035,0.875
,,,,5238,148,0.125
42003,Allegheny PA,5500,PENN HILLS TWP WD 03 DIST 02,5233,579,1
42003,Allegheny PA,5510,PENN HILLS TWP WD 03 DIST 03*,5233,141,0.171
,,,,5234,684,0.829
42003,Allegheny PA,5520,PENN HILLS TWP WD 03 DIST 04*,5233,1158,1
42003,Allegheny PA,5521,PENN HILLS TWP WD 03 DIST 05*,5232,666,0.979
,,,,5233,14,0.021
42003,Allegheny PA,5522,PENN HILLS TWP WD 03 DIST 06,5233,613,1
42003,Allegheny PA,5530,PENN HILLS TWP WD 04 DIST 01*,5234,681,1
42003,Allegheny PA,5540,PENN HILLS TWP WD 04 DIST 02*,5234,1042,1
42003,Allegheny PA,5550,PENN HILLS TWP WD 04 DIST 03*,5234,948,1
42003,Allegheny PA,5560,PENN HILLS TWP WD 04 DIST 04*,5234,760,1
42003,Allegheny PA,5561,PENN HILLS TWP WD 04 DIST 05*,5234,852,1
42003,Allegheny PA,5570,PENN HILLS TWP WD 05 DIST 01*,5236,922,1
42003,Allegheny PA,5580,PENN HILLS TWP WD 05 DIST 02*,5235.02,349,0.306
,,,,5236,791,0.694
42003,Allegheny PA,5590,PENN HILLS TWP WD 05 DIST 03*,5236,825,1
42003,Allegheny PA,5600,PENN HILLS TWP WD 05 DIST 04,5236,745,1
42003,Allegheny PA,5601,PENN HILLS TWP WD 05 DIST 05*,5236,633,1
42003,Allegheny PA,5602,PENN HILLS TWP WD 05 DIST 06,5236,929,1
42003,Allegheny PA,5610,PENN HILLS TWP WD 06 DIST 01*,5235.02,777,1
42003,Allegheny PA,5620,PENN HILLS TWP WD 06 DIST 02*,5235.01,791,1
42003,Allegheny PA,5630,PENN HILLS TWP WD 06 DIST 03*,5235.01,572,1
42003,Allegheny PA,5640,PENN HILLS TWP WD 06 DIST 04*,5235.01,851,1
42003,Allegheny PA,5641,PENN HILLS TWP WD 06 DIST 05*,5235.01,901,1
42003,Allegheny PA,5642,PENN HILLS TWP WD 06 DIST 06*,5235.01,395,0.489
,,,,5235.02,413,0.511
42003,Allegheny PA,5650,PENN HILLS TWP WD 07 DIST 01,5235.01,826,1
42003,Allegheny PA,5660,PENN HILLS TWP WD 07 DIST 02,5237.02,992,1
42003,Allegheny PA,5670,PENN HILLS TWP WD 07 DIST 03,5237.02,1060,1
42003,Allegheny PA,5680,PENN HILLS TWP WD 07 DIST 04,5237.02,1036,1
42003,Allegheny PA,5681,PENN HILLS TWP WD 07 DIST 05,5233,654,0.67
,,,,5235.01,322,0.33
42003,Allegheny PA,5682,PENN HILLS TWP WD 07 DIST 06*,5237.02,820,1
42003,Allegheny PA,5683,PENN HILLS TWP WD 07 DIST 07,5237.02,1122,1
42003,Allegheny PA,5690,PENN HILLS TWP WD 08 DIST 01,5237.01,843,1
42003,Allegheny PA,5700,PENN HILLS TWP WD 08 DIST 02,5237.01,705,1
42003,Allegheny PA,5710,PENN HILLS TWP WD 08 DIST 03*,5237.01,23,0.032
,,,,5238,702,0.968
42003,Allegheny PA,5720,PENN HILLS TWP WD 08 DIST 04*,5237.01,804,1
42003,Allegheny PA,5721,PENN HILLS TWP WD 08 DIST 05,5237.01,1376,0.902
,,,,5237.02,150,0.098
42003,Allegheny PA,5722,PENN HILLS TWP WD 08 DIST 06*,5237.01,428,0.534
,,,,5238,374,0.466
42003,Allegheny PA,5730,PENN HILLS TWP WD 09 DIST 01*,5238,655,1
42003,Allegheny PA,5740,PENN HILLS TWP WD 09 DIST 02*,5238,756,1
42003,Allegheny PA,5750,PENN HILLS TWP WD 09 DIST 03*,5238,1157,1
42003,Allegheny PA,5760,PENN HILLS TWP WD 09 DIST 04*,5238,859,1
42003,Allegheny PA,5770,PENN HILLS TWP WD 09 DIST 05*,5231,347,1
42003,Allegheny PA,5780,PENNSBURY VILLAGE Voting District*,4592.02,661,1
42003,Allegheny PA,5790,PINE TWP DIST 01,4090,1344,1
42003,Allegheny PA,5800,PINE TWP DIST 02,4090,2036,1
42003,Allegheny PA,5810,PINE TWP DIST 03*,4090,558,1
42003,Allegheny PA,5821,PITCAIRN DIST 01,5220,1498,1
42003,Allegheny PA,5830,PITCAIRN DIST 02,5220,863,1
42003,Allegheny PA,5840,PITCAIRN DIST 03,5220,933,1
42003,Allegheny PA,5870,PITTSBURGH WD 01 DIST 01,103,5964,0.805
,,,,201,1442,0.195
42003,Allegheny PA,5880,PITTSBURGH WD 01 DIST 02,103,605,1
42003,Allegheny PA,5920,PITTSBURGH WD 02 DIST 01*,201,1369,1
42003,Allegheny PA,5940,PITTSBURGH WD 02 DIST 02,201,215,0.315
,,,,203,457,0.67
,,,,305,8,0.012
,,,,509,2,0.003
42003,Allegheny PA,5960,PITTSBURGH WD 03 DIST 01,305,243,0.725
,,,,511,92,0.275
42003,Allegheny PA,5970,PITTSBURGH WD 03 DIST 02*,305,515,1
42003,Allegheny PA,5980,PITTSBURGH WD 03 DIST 03*,305,475,1
42003,Allegheny PA,6000,PITTSBURGH WD 03 DIST 04*,201,603,0.598
,,,,305,405,0.402
42003,Allegheny PA,6020,PITTSBURGH WD 03 DIST 05*,305,581,1
42003,Allegheny PA,6090,PITTSBURGH WD 04 DIST 01,103,31,0.07
,,,,402,362,0.817
,,,,409,50,0.113
42003,Allegheny PA,6110,PITTSBURGH WD 04 DIST 02,405,25,0.026
,,,,409,947,0.974
42003,Allegheny PA,6130,PITTSBURGH WD 04 DIST 03,510,450,1
42003,Allegheny PA,6150,PITTSBURGH WD 04 DIST 04,402,94,0.347
,,,,510,177,0.653
