"county","vtd","tract","bg","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","2010 Tract","bg","cntyname","Voting District Name","Total Pop, 2010 census","vtd to bg alloc factor","bg to vtd alloc factor"
"42003","980","4689.00","2","Allegheny PA","CARNEGIE WD 02 DIST 02*",274,0.375,0.294 
"42003","980","4689.00","3","Allegheny PA","CARNEGIE WD 02 DIST 02*",12,0.016,0.008 
"42003","990","4689.00","1","Allegheny PA","CARNEGIE WD 02 DIST 03*",174,0.278,0.136 
"42003","990","4689.00","2","Allegheny PA","CARNEGIE WD 02 DIST 03*",452,0.722,0.484 
"42003","1000","4689.00","1","Allegheny PA","CARNEGIE WD 02 DIST 04*",56,0.038,0.044 
"42003","1000","4689.00","2","Allegheny PA","CARNEGIE WD 02 DIST 04*",165,0.113,0.177 
"42003","1000","4689.00","3","Allegheny PA","CARNEGIE WD 02 DIST 04*",1234,0.848,0.862 
"42003","1011","4761.00","4","Allegheny PA","CASTLE SHANNON DIST 01*",1047,0.691,0.778 
"42003","1011","4761.00","5","Allegheny PA","CASTLE SHANNON DIST 01*",469,0.309,0.324 
"42003","1021","4761.00","2","Allegheny PA","CASTLE SHANNON DIST 02*",292,0.252,0.377 
"42003","1021","4761.00","3","Allegheny PA","CASTLE SHANNON DIST 02*",868,0.748,1 
"42003","1031","4762.00","1","Allegheny PA","CASTLE SHANNON DIST 03",731,0.608,1 
"42003","1031","4762.00","2","Allegheny PA","CASTLE SHANNON DIST 03",472,0.392,0.355 
"42003","1041","4761.00","5","Allegheny PA","CASTLE SHANNON DIST 04*",906,1,0.627 
"42003","1051","4761.00","4","Allegheny PA","CASTLE SHANNON DIST 05*",299,0.342,0.222 
"42003","1051","4762.00","2","Allegheny PA","CASTLE SHANNON DIST 05*",173,0.198,0.13 
"42003","1051","4762.00","3","Allegheny PA","CASTLE SHANNON DIST 05*",402,0.46,0.33 
"42003","1061","4761.00","5","Allegheny PA","CASTLE SHANNON DIST 06*",71,0.08,0.049 
"42003","1061","4762.00","3","Allegheny PA","CASTLE SHANNON DIST 06*",818,0.92,0.67 
"42003","1068","4761.00","1","Allegheny PA","CASTLE SHANNON DIST 07*",599,0.554,1 
"42003","1068","4761.00","2","Allegheny PA","CASTLE SHANNON DIST 07*",483,0.446,0.623 
"42003","1073","4762.00","2","Allegheny PA","CASTLE SHANNON DIST 08",686,1,0.515 
"42003","1080","5639.00","1","Allegheny PA","CHALFANT Voting District*",800,1,1 
"42003","1091","4180.00","1","Allegheny PA","CHESWICK DIST 01*",876,1,0.502 
"42003","1101","4180.00","1","Allegheny PA","CHESWICK DIST 02*",870,1,0.498 
"42003","1110","5190.00","1","Allegheny PA","CHURCHILL DIST 01*",80,0.109,0.078 
"42003","1110","5190.00","2","Allegheny PA","CHURCHILL DIST 01*",92,0.126,0.064 
"42003","1110","5190.00","3","Allegheny PA","CHURCHILL DIST 01*",559,0.765,1 
"42003","1120","5190.00","1","Allegheny PA","CHURCHILL DIST 02",186,0.245,0.181 
"42003","1120","5190.00","2","Allegheny PA","CHURCHILL DIST 02",573,0.755,0.402 
"42003","1130","5190.00","2","Allegheny PA","CHURCHILL DIST 03",762,1,0.534 
"42003","1140","5190.00","1","Allegheny PA","CHURCHILL DIST 04",759,1,0.74 
"42003","1150","4927.00","1","Allegheny PA","CLAIRTON WD 01 DIST 01",14,0.025,0.026 
"42003","1150","4927.00","3","Allegheny PA","CLAIRTON WD 01 DIST 01",546,0.975,0.683 
"42003","1160","4927.00","1","Allegheny PA","CLAIRTON WD 01 DIST 02",341,0.522,0.639 
"42003","1160","4927.00","2","Allegheny PA","CLAIRTON WD 01 DIST 02",59,0.09,0.107 
"42003","1160","4927.00","3","Allegheny PA","CLAIRTON WD 01 DIST 02",253,0.387,0.317 
"42003","1170","4927.00","1","Allegheny PA","CLAIRTON WD 01 DIST 03",179,0.325,0.335 
"42003","1170","4927.00","2","Allegheny PA","CLAIRTON WD 01 DIST 03",372,0.675,0.678 
"42003","1180","4927.00","2","Allegheny PA","CLAIRTON WD 02 DIST 01",108,0.788,0.197 
"42003","1180","4928.00","1","Allegheny PA","CLAIRTON WD 02 DIST 01",29,0.212,0.024 
"42003","1187","4090.00","3","Allegheny PA","420031187",1552,1,0.482 
"42003","1188","4090.00","4","Allegheny PA","420031188",2297,1,1 
"42003","1189","4090.00","1","Allegheny PA","420031189",10,0.006,0.003 
"42003","1189","4090.00","3","Allegheny PA","420031189",1668,0.994,0.518 
"42003","1190","4927.00","2","Allegheny PA","CLAIRTON WD 02 DIST 02",10,0.02,0.018 
"42003","1190","4928.00","1","Allegheny PA","CLAIRTON WD 02 DIST 02",20,0.04,0.017 
"42003","1190","4928.00","2","Allegheny PA","CLAIRTON WD 02 DIST 02",476,0.941,0.304 
"42003","1191","4090.00","2","Allegheny PA","420031191",1292,1,0.577 
"42003","1200","4928.00","2","Allegheny PA","CLAIRTON WD 02 DIST 03",576,1,0.368 
"42003","1210","4928.00","1","Allegheny PA","CLAIRTON WD 03 DIST 01*",353,0.454,0.293 
"42003","1210","4928.00","2","Allegheny PA","CLAIRTON WD 03 DIST 01*",84,0.108,0.054 
"42003","1210","4929.00","1","Allegheny PA","CLAIRTON WD 03 DIST 01*",341,0.438,0.26 
"42003","1220","4928.00","2","Allegheny PA","CLAIRTON WD 03 DIST 02*",205,0.369,0.131 
"42003","1220","4929.00","1","Allegheny PA","CLAIRTON WD 03 DIST 02*",351,0.631,0.268 
"42003","1230","4929.00","1","Allegheny PA","CLAIRTON WD 03 DIST 03",122,0.164,0.093 
"42003","1230","4929.00","2","Allegheny PA","CLAIRTON WD 03 DIST 03",624,0.836,0.747 
"42003","1240","4928.00","1","Allegheny PA","CLAIRTON WD 04 DIST 01",374,0.625,0.311 
"42003","1240","4928.00","2","Allegheny PA","CLAIRTON WD 04 DIST 01",224,0.375,0.143 
"42003","1250","4928.00","1","Allegheny PA","CLAIRTON WD 04 DIST 02",428,1,0.355 
"42003","1260","4929.00","1","Allegheny PA","CLAIRTON WD 04 DIST 03",496,0.702,0.379 
"42003","1260","4929.00","2","Allegheny PA","CLAIRTON WD 04 DIST 03",211,0.298,0.253 
"42003","1281","4580.00","1","Allegheny PA","COLLIER TWP WD 01",202,0.061,0.319 
"42003","1281","4580.00","2","Allegheny PA","COLLIER TWP WD 01",2763,0.833,0.811 
"42003","1281","4580.00","4","Allegheny PA","COLLIER TWP WD 01",350,0.106,0.269 
"42003","1290","4580.00","2","Allegheny PA","COLLIER TWP WD 02",24,0.014,0.007 
"42003","1290","4580.00","3","Allegheny PA","COLLIER TWP WD 02",1735,0.979,0.997 
"42003","1290","4580.00","4","Allegheny PA","COLLIER TWP WD 02",14,0.008,0.011 
"42003","1300","4580.00","1","Allegheny PA","COLLIER TWP WD 03",432,0.315,0.681 
"42003","1300","4580.00","3","Allegheny PA","COLLIER TWP WD 03",5,0.004,0.003 
"42003","1300","4580.00","4","Allegheny PA","COLLIER TWP WD 03",936,0.682,0.72 
"42003","1320","4580.00","2","Allegheny PA","COLLIER TWP WD 04",619,1,0.182 
"42003","1331","4508.00","1","Allegheny PA","CORAOPOLIS WD 01 DIST 01*",774,1,0.589 
"42003","1341","4508.00","1","Allegheny PA","CORAOPOLIS WD 01 DIST 02",156,0.229,0.119 
"42003","1341","4508.00","3","Allegheny PA","CORAOPOLIS WD 01 DIST 02",526,0.771,0.744 
"42003","1351","4507.00","1","Allegheny PA","CORAOPOLIS WD 02 DIST 01",82,0.068,0.054 
"42003","1351","4507.00","2","Allegheny PA","CORAOPOLIS WD 02 DIST 01",219,0.182,0.135 
"42003","1351","4508.00","1","Allegheny PA","CORAOPOLIS WD 02 DIST 01",384,0.319,0.292 
"42003","1351","4508.00","2","Allegheny PA","CORAOPOLIS WD 02 DIST 01",519,0.431,1 
"42003","1371","4507.00","2","Allegheny PA","CORAOPOLIS WD 03 DIST 01",600,0.768,0.369 
"42003","1371","4508.00","3","Allegheny PA","CORAOPOLIS WD 03 DIST 01",181,0.232,0.256 
"42003","1381","4507.00","2","Allegheny PA","CORAOPOLIS WD 03 DIST 02",805,1,0.495 
"42003","1390","4507.00","1","Allegheny PA","CORAOPOLIS WD 04 DIST 01",649,1,0.43 
"42003","1400","4507.00","1","Allegheny PA","CORAOPOLIS WD 04 DIST 02*",780,0.997,0.516 
"42003","1400","4507.00","2","Allegheny PA","CORAOPOLIS WD 04 DIST 02*",2,0.003,0.001 
"42003","1411","4656.00","2","Allegheny PA","CRAFTON WD 01 DIST 01*",379,0.283,0.275 
"42003","1411","4658.00","1","Allegheny PA","CRAFTON WD 01 DIST 01*",958,0.717,0.62 
"42003","1420","4656.00","2","Allegheny PA","CRAFTON WD 01 DIST 02",148,0.216,0.107 
"42003","1420","4658.00","1","Allegheny PA","CRAFTON WD 01 DIST 02",536,0.784,0.347 
"42003","1440","4656.00","2","Allegheny PA","CRAFTON WD 02 DIST 01",851,0.998,0.618 
"42003","1440","4658.00","1","Allegheny PA","CRAFTON WD 02 DIST 01",2,0.002,0.001 
"42003","1451","4656.00","1","Allegheny PA","CRAFTON WD 02 DIST 02*",995,0.988,1 
"42003","1451","4658.00","2","Allegheny PA","CRAFTON WD 02 DIST 02*",12,0.012,0.011 
"42003","1471","4658.00","1","Allegheny PA","CRAFTON WD 03 DIST 01*",49,0.037,0.032 
"42003","1471","4658.00","2","Allegheny PA","CRAFTON WD 03 DIST 01*",1129,0.842,0.989 
"42003","1471","4658.00","3","Allegheny PA","CRAFTON WD 03 DIST 01*",163,0.122,0.183 
"42003","1490","4658.00","3","Allegheny PA","CRAFTON WD 03 DIST 02*",729,1,0.817 
"42003","1500","4490.00","1","Allegheny PA","CRESCENT TWP WD 01",1564,1,0.592 
"42003","1510","4490.00","1","Allegheny PA","CRESCENT TWP WD 02",1076,1,0.408 
"42003","1520","4721.00","1","Allegheny PA","DORMONT DIST 01*",532,0.488,0.359 
"42003","1520","4721.00","2","Allegheny PA","DORMONT DIST 01*",559,0.512,0.536 
"42003","1541","4723.00","1","Allegheny PA","DORMONT DIST 03*",442,0.338,0.716 
"42003","1541","4723.00","2","Allegheny PA","DORMONT DIST 03*",484,0.371,0.582 
"42003","1541","4723.00","3","Allegheny PA","DORMONT DIST 03*",380,0.291,0.671 
"42003","1550","4721.00","1","Allegheny PA","DORMONT DIST 04*",198,0.29,0.134 
"42003","1550","4721.00","2","Allegheny PA","DORMONT DIST 04*",484,0.71,0.464 
"42003","1561","4721.00","1","Allegheny PA","DORMONT DIST 05*",751,0.526,0.507 
"42003","1561","4722.00","1","Allegheny PA","DORMONT DIST 05*",676,0.474,0.736 
"42003","1570","4723.00","1","Allegheny PA","DORMONT DIST 06*",175,0.247,0.284 
"42003","1570","4723.00","2","Allegheny PA","DORMONT DIST 06*",347,0.49,0.418 
"42003","1570","4723.00","3","Allegheny PA","DORMONT DIST 06*",186,0.263,0.329 
"42003","1580","4724.00","1","Allegheny PA","DORMONT DIST 07*",527,0.791,0.51 
"42003","1580","4724.00","2","Allegheny PA","DORMONT DIST 07*",139,0.209,0.175 
"42003","1590","4724.00","1","Allegheny PA","DORMONT DIST 08*",507,1,0.49 
"42003","1600","4722.00","1","Allegheny PA","DORMONT DIST 09*",105,0.153,0.114 
"42003","1600","4722.00","2","Allegheny PA","DORMONT DIST 09*",583,0.847,1 
"42003","1610","4722.00","1","Allegheny PA","DORMONT DIST 10*",138,0.16,0.15 
"42003","1610","4722.00","3","Allegheny PA","DORMONT DIST 10*",725,0.84,1 
"42003","1630","4724.00","2","Allegheny PA","DORMONT DIST 02*",655,1,0.825 
"42003","1641","4870.00","1","Allegheny PA","DRAVOSBURG DIST 01",229,0.281,0.297 
"42003","1641","4870.00","2","Allegheny PA","DRAVOSBURG DIST 01",585,0.719,0.573 
"42003","1660","4870.00","2","Allegheny PA","DRAVOSBURG DIST 03",432,1,0.423 
"42003","1670","4870.00","1","Allegheny PA","DRAVOSBURG DIST 02",542,0.993,0.703 
"42003","1670","4870.00","2","Allegheny PA","DRAVOSBURG DIST 02",4,0.007,0.004 
"42003","1680","4867.00","1","Allegheny PA","DUQUESNE WD 01 DIST 01*",626,1,0.42 
"42003","1690","4867.00","1","Allegheny PA","DUQUESNE WD 01 DIST 02*",865,1,0.58 
"42003","1700","4867.00","2","Allegheny PA","DUQUESNE WD 01 DIST 03",438,1,0.504 
"42003","1710","4867.00","2","Allegheny PA","DUQUESNE WD 01 DIST 04",431,0.975,0.496 
"42003","1710","4868.00","2","Allegheny PA","DUQUESNE WD 01 DIST 04",11,0.025,0.011 
"42003","1730","4868.00","1","Allegheny PA","DUQUESNE WD 02 DIST 01*",455,1,0.546 
"42003","1740","4868.00","1","Allegheny PA","DUQUESNE WD 02 DIST 02*",379,0.535,0.454 
"42003","1740","4868.00","2","Allegheny PA","DUQUESNE WD 02 DIST 02*",322,0.454,0.324 
"42003","1740","4869.00","1","Allegheny PA","DUQUESNE WD 02 DIST 02*",8,0.011,0.011 
"42003","1750","4868.00","2","Allegheny PA","DUQUESNE WD 02 DIST 03*",660,0.994,0.665 
"42003","1750","4869.00","1","Allegheny PA","DUQUESNE WD 02 DIST 03*",4,0.006,0.006 
"42003","1770","4869.00","1","Allegheny PA","DUQUESNE WD 03 DIST 01*",19,0.067,0.026 
"42003","1770","4869.00","2","Allegheny PA","DUQUESNE WD 03 DIST 01*",92,0.326,0.191 
"42003","1770","4869.00","3","Allegheny PA","DUQUESNE WD 03 DIST 01*",171,0.606,1 
"42003","1780","4869.00","1","Allegheny PA","DUQUESNE WD 03 DIST 02*",15,0.054,0.021 
"42003","1780","4869.00","2","Allegheny PA","DUQUESNE WD 03 DIST 02*",265,0.946,0.55 
"42003","1790","4869.00","1","Allegheny PA","DUQUESNE WD 03 DIST 03*",679,0.845,0.937 
"42003","1790","4869.00","2","Allegheny PA","DUQUESNE WD 03 DIST 03*",125,0.155,0.259 
"42003","1811","4040.00","1","Allegheny PA","EAST DEER TWP WD 01",615,1,0.41 
"42003","1831","4040.00","1","Allegheny PA","EAST DEER TWP WD 02",885,1,0.59 
"42003","1850","5070.00","1","Allegheny PA","EAST MCKEESPORT DIST 01",643,0.973,0.762 
"42003","1850","5070.00","2","Allegheny PA","EAST MCKEESPORT DIST 01",18,0.027,0.014 
"42003","1860","5070.00","1","Allegheny PA","EAST MCKEESPORT DIST 02",201,0.276,0.238 
"42003","1860","5070.00","2","Allegheny PA","EAST MCKEESPORT DIST 02",528,0.724,0.412 
"42003","1870","5070.00","2","Allegheny PA","EAST MCKEESPORT DIST 03*",736,1,0.574 
"42003","1880","5100.00","1","Allegheny PA","EAST PITTSBURGH WD 01",304,0.731,0.39 
"42003","1880","5100.00","2","Allegheny PA","EAST PITTSBURGH WD 01",112,0.269,0.107 
"42003","1890","5100.00","1","Allegheny PA","EAST PITTSBURGH WD 02*",202,0.28,0.259 
"42003","1890","5100.00","2","Allegheny PA","EAST PITTSBURGH WD 02*",520,0.72,0.499 
"42003","1901","5100.00","1","Allegheny PA","EAST PITTSBURGH WD 03",273,0.399,0.35 
"42003","1901","5100.00","2","Allegheny PA","EAST PITTSBURGH WD 03",411,0.601,0.394 
"42003","1921","5161.00","1","Allegheny PA","EDGEWOOD DIST 01*",231,0.203,0.166 
"42003","1921","5162.00","2","Allegheny PA","EDGEWOOD DIST 01*",908,0.797,1 
"42003","1931","5161.00","1","Allegheny PA","EDGEWOOD DIST 02*",248,0.233,0.178 
"42003","1931","5162.00","1","Allegheny PA","EDGEWOOD DIST 02*",818,0.767,1 
"42003","1941","5161.00","1","Allegheny PA","EDGEWOOD DIST 03*",913,1,0.656 
"42003","1960","4460.00","1","Allegheny PA","EDGEWORTH DIST 01*",495,0.596,0.563 
"42003","1960","4460.00","2","Allegheny PA","EDGEWORTH DIST 01*",335,0.404,0.419 
"42003","1970","4460.00","1","Allegheny PA","EDGEWORTH DIST 02*",385,0.453,0.438 
"42003","1970","4460.00","2","Allegheny PA","EDGEWORTH DIST 02*",465,0.547,0.581 
"42003","1980","4961.02","2","Allegheny PA","ELIZABETH TWP WD 01 DIST 01",753,1,0.471 
"42003","1981","4961.02","1","Allegheny PA","ELIZABETH TWP WD 01 DIST 02*",141,0.583,0.083 
"42003","1981","4961.02","3","Allegheny PA","ELIZABETH TWP WD 01 DIST 02*",101,0.417,0.084 
"42003","1990","4962.00","3","Allegheny PA","ELIZABETH TWP WD 02",48,0.04,0.027 
"42003","1990","4962.00","4","Allegheny PA","ELIZABETH TWP WD 02",89,0.073,0.156 
"42003","1990","4962.00","5","Allegheny PA","ELIZABETH TWP WD 02",1078,0.887,0.833 
"42003","2001","4961.01","1","Allegheny PA","ELIZABETH TWP WD 03 DIST 02",172,0.084,0.118 
"42003","2001","4961.01","2","Allegheny PA","ELIZABETH TWP WD 03 DIST 02",1495,0.728,1 
"42003","2001","4961.02","3","Allegheny PA","ELIZABETH TWP WD 03 DIST 02",253,0.123,0.209 
"42003","2001","4962.00","3","Allegheny PA","ELIZABETH TWP WD 03 DIST 02",134,0.065,0.074 
"42003","2010","4962.00","1","Allegheny PA","ELIZABETH TWP WD 04 DIST 01",178,0.174,0.149 
"42003","2010","4962.00","2","Allegheny PA","ELIZABETH TWP WD 04 DIST 01",843,0.826,0.889 
"42003","2011","4962.00","2","Allegheny PA","ELIZABETH TWP WD 04 DIST 02",105,0.139,0.111 
"42003","2011","4962.00","3","Allegheny PA","ELIZABETH TWP WD 04 DIST 02",648,0.861,0.36 
"42003","2020","4962.00","1","Allegheny PA","ELIZABETH TWP WD 05",111,0.181,0.093 
"42003","2020","4962.00","3","Allegheny PA","ELIZABETH TWP WD 05",20,0.033,0.011 
"42003","2020","4962.00","4","Allegheny PA","ELIZABETH TWP WD 05",482,0.786,0.844 
"42003","2030","4962.00","1","Allegheny PA","ELIZABETH TWP WD 06",597,0.338,0.498 
"42003","2030","4962.00","3","Allegheny PA","ELIZABETH TWP WD 06",951,0.539,0.528 
"42003","2030","4962.00","5","Allegheny PA","ELIZABETH TWP WD 06",216,0.122,0.167 
"42003","2040","4961.02","1","Allegheny PA","ELIZABETH TWP WD 07",383,0.349,0.226 
"42003","2040","4961.02","2","Allegheny PA","ELIZABETH TWP WD 07",26,0.024,0.016 
"42003","2040","4961.02","3","Allegheny PA","ELIZABETH TWP WD 07",687,0.627,0.568 
"42003","2050","4961.01","1","Allegheny PA","ELIZABETH TWP WD 08 DIST 01*",489,0.61,0.334 
"42003","2050","4962.00","1","Allegheny PA","ELIZABETH TWP WD 08 DIST 01*",312,0.39,0.26 
"42003","2051","4961.01","1","Allegheny PA","ELIZABETH TWP WD 08 DIST 02",801,0.695,0.548 
"42003","2051","4961.02","2","Allegheny PA","ELIZABETH TWP WD 08 DIST 02",184,0.16,0.115 
"42003","2051","4961.02","3","Allegheny PA","ELIZABETH TWP WD 08 DIST 02",168,0.146,0.139 
"42003","2060","4961.02","1","Allegheny PA","ELIZABETH TWP WD 09*",1170,0.648,0.691 
"42003","2060","4961.02","2","Allegheny PA","ELIZABETH TWP WD 09*",636,0.352,0.398 
"42003","2071","4940.00","1","Allegheny PA","ELIZABETH Voting District*",1493,1,1 
"42003","2090","4350.00","1","Allegheny PA","EMSWORTH DIST 01*",532,0.453,0.408 
"42003","2090","4350.00","2","Allegheny PA","EMSWORTH DIST 01*",643,0.547,0.562 
"42003","2091","4110.00","2","Allegheny PA","420032091",921,1,0.351 
"42003","2100","4350.00","1","Allegheny PA","EMSWORTH DIST 02*",773,0.607,0.592 
"42003","2100","4350.00","2","Allegheny PA","EMSWORTH DIST 02*",501,0.393,0.438 
"42003","2111","4250.00","3","Allegheny PA","ETNA WD 01*",1077,0.816,0.968 
"42003","2111","4250.00","4","Allegheny PA","ETNA WD 01*",243,0.184,0.293 
"42003","2131","4250.00","1","Allegheny PA","ETNA WD 02*",551,0.485,1 
"42003","2131","4250.00","4","Allegheny PA","ETNA WD 02*",586,0.515,0.707 
"42003","2150","4250.00","2","Allegheny PA","ETNA WD 03*",958,0.964,1 
"42003","2150","4250.00","3","Allegheny PA","ETNA WD 03*",36,0.036,0.032 
"42003","2160","4060.00","1","Allegheny PA","FAWN TWP VTD 01",887,1,0.52 
"42003","2170","4060.00","1","Allegheny PA","FAWN TWP VTD 02",820,0.551,0.48 
"42003","2170","4060.00","2","Allegheny PA","FAWN TWP VTD 02",669,0.449,1 
"42003","2180","4520.00","1","Allegheny PA","FINDLAY TWP DIST 01",474,0.377,1 
"42003","2180","4520.00","3","Allegheny PA","FINDLAY TWP DIST 01",95,0.076,0.061 
"42003","2180","4520.00","4","Allegheny PA","FINDLAY TWP DIST 01",687,0.547,0.536 
"42003","2190","4520.00","2","Allegheny PA","FINDLAY TWP DIST 02",122,0.056,0.07 
"42003","2190","4520.00","3","Allegheny PA","FINDLAY TWP DIST 02",1465,0.671,0.939 
"42003","2190","4520.00","4","Allegheny PA","FINDLAY TWP DIST 02",595,0.273,0.464 
"42003","2200","4520.00","2","Allegheny PA","FINDLAY TWP DIST 03*",1622,1,0.93 
"42003","2211","5180.01","1","Allegheny PA","FOREST HILLS DIST 01",719,1,0.612 
"42003","2221","5180.01","2","Allegheny PA","FOREST HILLS DIST 02*",801,1,0.63 
"42003","2231","5180.01","3","Allegheny PA","FOREST HILLS DIST 03*",361,0.492,0.382 
"42003","2231","5639.00","3","Allegheny PA","FOREST HILLS DIST 03*",49,0.067,0.055 
"42003","2231","5639.00","4","Allegheny PA","FOREST HILLS DIST 03*",323,0.441,0.328 
"42003","2240","5639.00","2","Allegheny PA","FOREST HILLS DIST 04",953,1,0.762 
"42003","2251","5639.00","3","Allegheny PA","FOREST HILLS DIST 05*",165,0.2,0.185 
"42003","2251","5639.00","4","Allegheny PA","FOREST HILLS DIST 05*",661,0.8,0.672 
"42003","2261","5180.01","1","Allegheny PA","FOREST HILLS DIST 06",456,0.69,0.388 
"42003","2261","5180.01","3","Allegheny PA","FOREST HILLS DIST 06",205,0.31,0.217 
"42003","2268","5180.01","3","Allegheny PA","FOREST HILLS DIST 07",3,0.003,0.003 
"42003","2268","5639.00","2","Allegheny PA","FOREST HILLS DIST 07",298,0.304,0.238 
"42003","2268","5639.00","3","Allegheny PA","FOREST HILLS DIST 07",678,0.693,0.76 
"42003","2274","5180.01","2","Allegheny PA","FOREST HILLS DIST 08*",470,0.556,0.37 
"42003","2274","5180.01","3","Allegheny PA","FOREST HILLS DIST 08*",376,0.444,0.398 
"42003","2280","4950.00","2","Allegheny PA","FORWARD TWP DIST 01*",1062,1,0.725 
"42003","2291","4950.00","1","Allegheny PA","FORWARD TWP DIST 02*",856,0.863,0.448 
"42003","2291","4950.00","2","Allegheny PA","FORWARD TWP DIST 02*",136,0.137,0.093 
"42003","2300","4950.00","1","Allegheny PA","FORWARD TWP DIST 03*",357,0.572,0.187 
"42003","2300","4950.00","2","Allegheny PA","FORWARD TWP DIST 03*",267,0.428,0.182 
"42003","2305","4950.00","1","Allegheny PA","FORWARD TWP DIST 04*",698,1,0.365 
"42003","2310","4220.00","2","Allegheny PA","FOX CHAPEL DIST 01*",105,0.091,0.139 
"42003","2310","4220.00","3","Allegheny PA","FOX CHAPEL DIST 01*",1046,0.909,1 
"42003","2321","4220.00","1","Allegheny PA","FOX CHAPEL DIST 02*",1160,1,0.662 
"42003","2331","4220.00","4","Allegheny PA","FOX CHAPEL DIST 03*",767,1,0.418 
"42003","2338","4220.00","1","Allegheny PA","FOX CHAPEL DIST 04*",592,0.443,0.338 
"42003","2338","4220.00","4","Allegheny PA","FOX CHAPEL DIST 04*",745,0.557,0.406 
"42003","2344","4220.00","2","Allegheny PA","FOX CHAPEL DIST 05*",651,0.669,0.861 
"42003","2344","4220.00","4","Allegheny PA","FOX CHAPEL DIST 05*",322,0.331,0.176 
"42003","2350","4120.01","2","Allegheny PA","FRANKLIN PARK WD 01 DIST 01*",1796,0.842,1 
"42003","2350","4120.02","1","Allegheny PA","FRANKLIN PARK WD 01 DIST 01*",338,0.158,0.115 
"42003","2351","4120.01","1","Allegheny PA","FRANKLIN PARK WD 01 DIST 02*",173,0.103,0.065 
"42003","2351","4120.01","3","Allegheny PA","FRANKLIN PARK WD 01 DIST 02*",1500,0.897,0.878 
"42003","2352","4120.01","3","Allegheny PA","FRANKLIN PARK WD 01 DIST 03*",184,0.135,0.108 
"42003","2352","4120.01","4","Allegheny PA","FRANKLIN PARK WD 01 DIST 03*",1179,0.865,0.485 
"42003","2360","4120.01","1","Allegheny PA","FRANKLIN PARK WD 02 DIST 01*",929,0.287,0.348 
"42003","2360","4120.02","1","Allegheny PA","FRANKLIN PARK WD 02 DIST 01*",2116,0.653,0.722 
"42003","2360","4120.02","2","Allegheny PA","FRANKLIN PARK WD 02 DIST 01*",197,0.061,0.102 
"42003","2361","4120.02","2","Allegheny PA","FRANKLIN PARK WD 02 DIST 02*",1379,1,0.712 
"42003","2370","4120.01","1","Allegheny PA","FRANKLIN PARK WD 03 DIST 01*",1,0.001,0 
"42003","2370","4120.01","4","Allegheny PA","FRANKLIN PARK WD 03 DIST 01*",1254,0.999,0.515 
"42003","2371","4120.01","1","Allegheny PA","FRANKLIN PARK WD 03 DIST 02*",1477,0.934,0.554 
